season,episode,timecode_in,timecode_out,duration,number_line,text
1,1,"00:37:23,616","00:37:25,076",1.46,347,Are these made of real gold?
1,1,"00:37:26,619","00:37:28,120",1.50,348,This is jade.
1,1,"00:37:28,955","00:37:32,041",3.09,349,"Mu-deok, try applying this new rouge."
1,1,"00:37:33,668","00:37:34,543",0.88,350,What are you doing?
1,1,"00:37:36,087","00:37:38,422",2.34,351,"Ju-wol, what is wrong?"
1,1,"00:37:41,300","00:37:42,969",1.67,352,Can you see?
1,1,"00:37:52,436","00:37:54,855",2.42,353,Catch Mu-deok! Catch the thief!
1,1,"00:38:00,653","00:38:01,946",1.29,354,It is too high.
1,1,"00:38:10,329","00:38:11,205",0.88,355,That way!
1,1,"00:38:34,979","00:38:36,439",1.46,356,What are you looking at?
1,1,"00:38:54,248","00:38:55,374",1.13,357,You…
1,1,"00:39:03,299","00:39:04,675",1.38,358,Do not make a sound.
1,1,"00:39:06,510","00:39:09,388",2.88,359,I heard a blind girl recently joined the place.
1,1,"00:39:10,014","00:39:11,057",1.04,360,But you can see.
1,1,"00:39:14,060","00:39:15,811",1.75,361,They told me your name.
1,1,"00:39:15,895","00:39:17,938",2.04,362,"I think it started with a ""D"" or something."
1,1,"00:39:18,022","00:39:19,106",1.08,363,No.
1,1,"00:39:20,441","00:39:21,650",1.21,364,"Oh, I remember."
1,1,"00:39:22,568","00:39:23,444",0.88,365,Mu-deok.
1,1,"00:39:25,237","00:39:27,531",2.29,366,"Yes, I am Mu-deok."
1,1,"00:39:28,407","00:39:31,118",2.71,367,"I know what you look like,"
1,1,"00:39:31,202","00:39:33,496",2.29,368,"so if you do not stay quiet until I leave,"
1,1,"00:39:33,579","00:39:35,373",1.79,369,I will come back and behead you.
1,1,"00:39:39,293","00:39:40,336",1.04,370,What is so funny?
1,1,"00:39:42,338","00:39:43,672",1.33,371,You have beautiful eyes.
1,1,"00:39:46,509","00:39:47,510",1.00,372,Cut the nonsense.
1,1,"00:39:48,636","00:39:51,639",3.00,373,"Right, sorry. Only your eyes are beautiful."
1,1,"00:39:53,599","00:39:54,725",1.13,374,You must be crazy.
1,1,"00:40:01,690","00:40:02,525",0.84,375,Mu-deok.
1,1,"00:40:03,234","00:40:04,527",1.29,376,Mu-deok!
1,1,"00:40:06,153","00:40:08,739",2.59,377,Come on. There is not much in there.
1,1,"00:40:10,699","00:40:11,867",1.17,378,Just…
1,1,"00:40:12,910","00:40:13,869",0.96,379,take this instead.
1,1,"00:40:17,289","00:40:18,374",1.08,380,Hey…
1,1,"00:40:37,476","00:40:40,312",2.84,381,-What are you looking at? -What? Nothing.
1,1,"00:40:45,693","00:40:46,652",0.96,382,Dang-gu.
1,1,"00:40:48,237","00:40:51,115",2.88,383,"I heard Naksu, the Shadow Assassin, uses Tansu."
1,1,"00:40:51,198","00:40:53,117",1.92,384,What do you know about Tansu?
1,1,"00:40:53,200","00:40:55,703",2.50,385,I know enough. I read about it in my free time.
1,1,"00:40:56,203","00:40:57,121",0.92,386,TANSU
1,1,"00:40:57,830","00:40:59,540",1.71,387,"You see, Tansu is"
1,1,"00:40:59,623","00:41:02,960",3.34,388,a type of swordsmanship that only the best mages can learn.
1,1,"00:41:03,043","00:41:05,838",2.80,389,You flick energy with a blade just like how you flick water.
1,1,"00:41:05,921","00:41:08,382",2.46,390,A single strike is enough to kill someone.
1,1,"00:41:18,142","00:41:20,478",2.34,391,But why do you ask?
1,1,"00:41:21,145","00:41:24,607",3.46,392,I am just wondering if this crab leg almost could have killed me.
1,1,"00:41:24,690","00:41:27,526",2.84,393,Give it here. Give it to me. I will pick out the meat--
1,1,"00:41:29,069","00:41:32,198",3.13,394,"Listen, Uk. You are aiming at a vital point."
1,1,"00:41:33,782","00:41:35,034",1.25,395,I could die.
1,1,"00:41:35,117","00:41:37,286",2.17,396,"Yes, she aimed at my vital point in just one go."
1,1,"00:41:40,414","00:41:43,417",3.00,397,But why did she roll off then?
1,1,"00:41:49,048","00:41:52,426",3.38,398,Why is it that this tiny body keeps craving food?
1,1,"00:41:52,510","00:41:54,762",2.25,399,"If I do not eat, I only become weaker."
1,1,"00:41:55,304","00:41:56,639",1.34,400,I have no other choice.
1,1,"00:42:07,316","00:42:09,610",2.29,401,Now is not the time to fight. I should hold it in.
1,1,"00:42:15,366","00:42:16,992",1.63,402,The mages of Jeongjingak are here.
1,1,"00:42:22,414","00:42:24,750",2.34,403,I heard an assassin has entered Songrim Jeongjingak.
1,1,"00:42:24,833","00:42:26,919",2.09,404,What fool would break into Jeongjingak?
1,1,"00:42:27,002","00:42:29,213",2.21,405,"She aimed for the leader, but got caught."
1,1,"00:42:29,296","00:42:30,756",1.46,406,The assassin is a young lady.
1,1,"00:42:30,839","00:42:32,299",1.46,407,My goodness gracious.
1,1,"00:43:04,039","00:43:06,458",2.42,408,He would have seen my dead body.
1,1,"00:43:06,542","00:43:08,002",1.46,409,He likely did not recognize me.
1,1,"00:43:09,128","00:43:12,756",3.63,410,I am sure he did not recognize the whistle either.
1,1,"00:43:22,141","00:43:24,852",2.71,411,There are no signs of Naksu having visited this place.
1,1,"00:43:25,561","00:43:28,355",2.79,412,I think she failed to find a new body.
1,1,"00:43:29,440","00:43:32,192",2.75,413,"Even if she succeeded, she probably is not showing herself"
1,1,"00:43:32,276","00:43:34,570",2.29,414,because she is facing a problem.
1,1,"00:43:34,653","00:43:37,448",2.80,415,An assassin with a revealed identity must be discarded.
1,1,"00:43:39,908","00:43:41,869",1.96,416,We will have to retrieve her body and sword.
1,1,"00:43:41,952","00:43:44,204",2.25,417,Get rid of all everything that has to do with her.
1,1,"00:43:44,288","00:43:48,250",3.96,418,What happens if she is still alive?
1,1,"00:43:49,835","00:43:52,212",2.38,419,"She will either get killed for being a soul shifter,"
1,1,"00:43:52,296","00:43:54,548",2.25,420,"or her soul will clash with her new body,"
1,1,"00:43:54,632","00:43:56,258",1.63,421,and she will turn into a rock.
1,1,"00:43:56,842","00:43:59,303",2.46,422,I trained her to become the best assassin.
1,1,"00:44:00,179","00:44:01,430",1.25,423,It is a pity.
1,1,"00:44:09,813","00:44:11,398",1.59,424,How much longer do you need?
1,1,"00:44:11,482","00:44:15,444",3.96,425,"It is expensive, so I need to take a closer look."
1,1,"00:44:15,527","00:44:18,822",3.30,426,I will not ask for too much. Just pick a price and pay me.
1,1,"00:44:21,200","00:44:22,076",0.88,427,Over here!
1,1,"00:44:22,993","00:44:24,578",1.59,428,-It is her. -What is going on?
1,1,"00:44:24,662","00:44:25,788",1.13,429,Take her away!
1,1,"00:44:41,428","00:44:43,931",2.50,430,Where am I? Did I get caught?
1,1,"00:44:45,140","00:44:46,684",1.54,431,Then is this Songrim?
1,1,"00:44:49,895","00:44:51,271",1.38,432,Are you awake?
1,1,"00:44:51,355","00:44:53,691",2.34,433,Who are you? Where is this place?
1,1,"00:44:57,736","00:45:00,656",2.92,434,"It is the house of Master Jang Gang, the head of Cheonbugwan."
1,1,"00:45:01,240","00:45:04,410",3.17,435,"""Jang Gang""? So this is the Jang family's house?"
1,1,"00:45:08,831","00:45:13,293",4.46,436,I wonder why Young Master brought home such a weak girl.
1,1,"00:45:13,377","00:45:15,879",2.50,437,"-""Young Master""? -That is right."
1,1,"00:45:15,963","00:45:19,758",3.79,438,Young Master Jang Uk paid money to bring you here from the brothel.
1,1,"00:45:19,842","00:45:23,387",3.55,439,I heard you stole his Jade Plaque at the brothel.
1,1,"00:45:25,389","00:45:26,682",1.29,440,Take this instead.
1,1,"00:45:28,725","00:45:29,935",1.21,441,Hey…
1,1,"00:45:30,853","00:45:32,604",1.75,442,Why would he bring me here?
1,1,"00:45:32,688","00:45:35,607",2.92,443,"I was worried when he said he was going to bring home a girl,"
1,1,"00:45:36,233","00:45:38,026",1.79,444,but you put me at ease.
1,1,"00:45:38,110","00:45:39,778",1.67,445,He only helped out of pity.
1,1,"00:45:40,571","00:45:42,865",2.29,446,Here. Get changed.
1,1,"00:45:42,948","00:45:44,158",1.21,447,Mu-deok.
1,1,"00:45:44,241","00:45:46,243",2.00,448,-What is this? -What do you think?
1,1,"00:45:46,326","00:45:48,120",1.79,449,It is your uniform as a servant.
1,1,"00:45:48,203","00:45:52,249",4.05,450,"Also, you need to speak to me using honorifics."
1,1,"00:45:53,834","00:45:55,419",1.59,451,"Young Master Jang is weak,"
1,1,"00:45:55,502","00:45:57,379",1.88,452,so he gets tired very easily.
1,1,"00:45:57,463","00:45:59,715",2.25,453,Make sure you do things as soon as you are asked.
1,1,"00:46:00,299","00:46:03,927",3.63,454,And always put on a smile no matter what he says.
1,1,"00:46:05,137","00:46:06,221",1.08,455,Where is my answer?
1,1,"00:46:07,389","00:46:09,475",2.09,456,"-Yes, ma'am. -Good."
1,1,"00:46:10,058","00:46:13,479",3.42,457,"He wanted to see you as soon as possible, so get changed and go see him."
1,1,"00:46:13,562","00:46:14,646",1.08,458,Answer me.
1,1,"00:46:15,355","00:46:16,482",1.13,459,Yes…
1,1,"00:46:17,649","00:46:18,484",0.84,460,Miss.
1,1,"00:46:20,194","00:46:22,070",1.88,461,"I would rather you call me ""ma'am."""
1,1,"00:46:26,408","00:46:27,576",1.17,462,"""Young Master""?"
1,1,"00:46:28,785","00:46:30,454",1.67,463,Why would he bring me home?
1,1,"00:46:33,665","00:46:35,042",1.38,464,You have beautiful eyes.
1,1,"00:46:36,126","00:46:37,503",1.38,465,Did he fall for me?
1,1,"00:46:38,962","00:46:40,380",1.42,466,For this face?
1,1,"00:46:42,049","00:46:43,675",1.63,467,He has very low taste.
1,1,"00:46:51,350","00:46:53,560",2.21,468,"Anyway, it might be safer for me"
1,1,"00:46:53,644","00:46:56,063",2.42,469,to live here until I fully recover.
1,1,"00:46:57,523","00:47:01,568",4.05,470,"If he is head over heels for me, at least he will treat me right."
1,1,"00:47:02,736","00:47:04,321",1.59,471,Then…
1,1,"00:47:04,404","00:47:08,200",3.80,472,I guess I will have to continue living my life as Mu-deok here.
1,1,"00:47:09,576","00:47:12,496",2.92,473,"Young Master. It is me, Mu-deok."
1,1,"00:47:13,455","00:47:14,581",1.13,474,Come in.
1,1,"00:47:25,634","00:47:26,552",0.92,475,Young Master.
1,1,"00:47:26,635","00:47:28,679",2.04,476,Thank you so much for saving my life
1,1,"00:47:28,762","00:47:31,181",2.42,477,and bringing me here.
1,1,"00:47:32,224","00:47:34,309",2.09,478,It just took a few men to drag you here.
1,1,"00:47:36,019","00:47:38,730",2.71,479,-I am disappointed. -I know it was rude of me
1,1,"00:47:38,814","00:47:42,859",4.05,480,"to threaten you with a crab leg, but I hope you will put that behind you."
1,1,"00:47:42,943","00:47:44,444",1.50,481,You sound a lot more polite now.
1,1,"00:47:44,528","00:47:46,572",2.04,482,I will do my best to serve you right.
1,1,"00:47:47,281","00:47:48,782",1.50,483,"Fine, you do that."
1,1,"00:47:48,865","00:47:51,243",2.38,484,"Mu-deok, go and get me some water."
1,1,"00:47:51,994","00:47:53,161",1.17,485,"Yes, Young Master."
1,1,"00:48:00,419","00:48:01,253",0.83,486,Gosh.
1,1,"00:48:01,878","00:48:03,755",1.88,487,I am not thirsty. It is to wash myself.
1,1,"00:48:04,506","00:48:06,592",2.09,488,"Oh, I see. I understand, Young Master."
1,1,"00:48:11,138","00:48:13,390",2.25,489,I will just take a bath instead of washing my face.
1,1,"00:48:20,105","00:48:21,481",1.38,490,"Gosh, that is hot."
1,1,"00:48:21,565","00:48:23,525",1.96,491,This is much too hot.
1,1,"00:48:25,193","00:48:26,612",1.42,492,"Right, Young Master."
1,1,"00:48:32,909","00:48:34,411",1.50,493,"Oh, gosh. It is cold."
1,1,"00:48:34,995","00:48:36,872",1.88,494,The water is freezing.
1,1,"00:48:39,875","00:48:41,043",1.17,495,It is not freezing.
1,1,"00:48:41,126","00:48:43,503",2.38,496,It is. I will catch a cold if I wash in cold water.
1,1,"00:48:45,339","00:48:47,132",1.79,497,-What is his deal? -It is so cold.
1,1,"00:48:47,215","00:48:48,383",1.17,498,Did he not fall for me?
1,1,"00:48:48,467","00:48:49,926",1.46,499,"What are you doing, Mu-deok?"
1,1,"00:48:51,136","00:48:54,348",3.21,500,"Yes, Young Master. I will pour in some more hot water."
1,1,"00:49:00,187","00:49:01,021",0.83,501,It is salty.
1,1,"00:49:01,897","00:49:02,898",1.00,502,Too sweet. Too spicy.
1,1,"00:49:02,981","00:49:04,524",1.54,503,It is too long. What is this taste?
1,1,"00:49:04,608","00:49:05,859",1.25,504,I'm not going to eat.
1,1,"00:49:09,321","00:49:11,031",1.71,505,The water smells weird.
1,1,"00:49:11,740","00:49:12,658",0.92,506,It smells?
1,1,"00:49:13,659","00:49:14,951",1.29,507,Bring me a new bucket.
1,1,"00:49:18,038","00:49:18,955",0.92,508,Get a different blanket.
1,1,"00:49:19,915","00:49:22,209",2.29,509,I want the blue blanket tonight.
1,1,"00:49:44,564","00:49:48,443",3.88,510,"He does not do anything, but he washes three times a day."
1,1,"00:49:52,364","00:49:53,532",1.17,511,I will kill him.
1,1,"00:49:53,615","00:49:57,244",3.63,512,"Once I regain my energy, he'll be the first one I kill."
1,1,"00:50:01,415","00:50:04,209",2.79,513,"Young Master, I brought you cold water."
1,1,"00:50:04,918","00:50:07,337",2.42,514,-I brought… -Forget it. The water has cooled
1,1,"00:50:07,421","00:50:08,880",1.46,515,to just the right temperature.
1,1,"00:50:10,340","00:50:11,425",1.09,516,Good work…
1,1,"00:50:11,508","00:50:13,885",2.38,517,"I mean, your work was all in vain, Mu-deok."
1,1,"00:50:25,063","00:50:26,481",1.42,518,If only I had the power…
1,1,"00:50:27,274","00:50:30,527",3.25,519,If I just had a fraction of the power I used to have…
1,1,"00:50:42,664","00:50:43,874",1.21,520,What is going on?
1,1,"00:50:44,583","00:50:47,836",3.25,521,What is happening?
1,1,"00:51:04,853","00:51:06,021",1.17,522,What is so funny?
1,1,"00:51:07,439","00:51:08,356",0.92,523,What?
1,1,"00:51:09,399","00:51:11,026",1.63,524,What is with that smile?
1,1,"00:51:12,027","00:51:13,111",1.08,525,It is nothing.
1,1,"00:51:13,195","00:51:14,780",1.59,526,The water is nice and cold.
1,1,"00:51:15,739","00:51:17,032",1.29,527,Go fetch my clothes.
1,1,"00:51:17,115","00:51:18,366",1.25,528,"Right, Young Master."
1,1,"00:51:20,285","00:51:21,411",1.13,529,Gosh.
1,1,"00:51:27,292","00:51:28,126",0.83,530,What are you doing?
1,1,"00:51:29,836","00:51:31,171",1.34,531,Here you go.
1,1,"00:51:33,548","00:51:35,509",1.96,532,You may leave. Get some rest.
1,1,"00:51:36,176","00:51:37,427",1.25,533,"Yes, Young Master."
1,1,"00:51:49,189","00:51:53,276",4.09,534,That Spirit Plaque will allow me to break the barrier and enter Songrim.
1,1,"00:51:55,195","00:51:56,822",1.63,535,But I cannot do that right now
1,1,"00:51:56,905","00:51:58,990",2.08,536,because I do not have the power to cast spells.
1,1,"00:52:00,617","00:52:01,868",1.25,537,I should find my sword.
1,1,"00:52:03,411","00:52:06,331",2.92,538,I might get my power back if I find my sword.
1,1,"00:52:09,793","00:52:11,253",1.46,539,"With that Spirit Plaque,"
1,1,"00:52:12,170","00:52:14,631",2.46,540,I will be able to enter Songrim.
1,1,"00:52:18,802","00:52:22,639",3.84,541,SONGRIM
1,1,"00:52:23,807","00:52:27,060",3.25,542,How long do you plan to keep Naksu's body at Jeongjingak?
1,1,"00:52:27,727","00:52:29,813",2.09,543,"If she succeeded in finding a new body,"
1,1,"00:52:30,355","00:52:31,439",1.08,544,Naksu…
1,1,"00:52:32,440","00:52:33,859",1.42,545,will come back for her sword.
1,1,"00:52:35,610","00:52:38,864",3.25,546,She will come here looking for her body.
1,1,"00:52:40,198","00:52:42,284",2.09,547,Let us see how things turn out.
1,1,"00:52:48,957","00:52:52,085",3.13,548,"Maybe it is because your father's room is always empty,"
1,1,"00:52:52,919","00:52:54,546",1.63,549,but it never seems to get dusty.
1,1,"00:52:55,630","00:52:57,424",1.79,550,I wonder when he will return.
1,1,"00:53:01,386","00:53:04,848",3.46,551,The colors in your mother's portrait are starting to fade away.
1,1,"00:53:05,473","00:53:07,934",2.46,552,We should call a painter to repaint the colors.
1,1,"00:53:30,624","00:53:33,084",2.46,553,I memorized all the books you told me to read.
1,1,"00:53:33,668","00:53:35,712",2.04,554,"Now, teach me how to practice spells"
1,1,"00:53:35,795","00:53:37,881",2.09,555,just like how you taught Yul and Dang-gu.
1,1,"00:53:46,473","00:53:49,184",2.71,556,That sword belongs to your father.
1,1,"00:53:49,267","00:53:50,560",1.29,557,Take it out.
1,1,"00:54:03,698","00:54:05,784",2.09,558,"Due to the spell that has been cast on me,"
1,1,"00:54:05,867","00:54:08,370",2.50,559,I am unable to take out a sword that has a spell on it.
1,1,"00:54:08,870","00:54:11,122",2.25,560,You cannot even take out your own father's sword.
1,1,"00:54:11,206","00:54:12,874",1.67,561,How do you expect to learn spells?
1,1,"00:54:12,958","00:54:15,835",2.88,562,Why can you not open my gate of energy so I can practice casting spells?
1,1,"00:54:15,919","00:54:16,836",0.92,563,I…
1,1,"00:54:18,046","00:54:19,422",1.38,564,cannot do that.
1,1,"00:54:20,799","00:54:24,219",3.42,565,Then find me another master.
1,1,"00:54:24,928","00:54:26,346",1.42,566,No master can do that.
1,1,"00:54:27,263","00:54:29,724",2.46,567,No one in Daeho will be able to go against your father
1,1,"00:54:29,808","00:54:31,726",1.92,568,and open your gate of energy.
1,1,"00:54:31,810","00:54:33,269",1.46,569,Then are you saying
1,1,"00:54:34,229","00:54:36,106",1.88,570,I will never have the ability to practice spells?
1,1,"00:54:36,189","00:54:37,148",0.96,571,That was
1,1,"00:54:37,232","00:54:41,403",4.17,572,the fate given to you by your father.
1,1,"00:54:42,362","00:54:44,239",1.88,573,Why!
1,1,"00:54:44,322","00:54:46,241",1.92,574,Why would he decide my own fate?
1,1,"00:54:47,492","00:54:49,869",2.38,575,No one even considers him as my true father anyway!
1,1,"00:54:51,413","00:54:52,872",1.46,576,I will find someone.
1,1,"00:54:53,957","00:54:57,961",4.00,577,A master who will open my gate of energy and teach me how to practice spells.
1,1,"00:54:58,795","00:55:00,588",1.79,578,I will find someone myself.
1,1,"00:55:01,965","00:55:04,342",2.38,579,Then I will take out that sword and break it in two.
1,1,"00:55:30,577","00:55:33,038",2.46,580,I heard Young Master Jang got expelled again.
1,1,"00:55:33,705","00:55:36,916",3.21,581,Why would the son of the great Lord Jang always get in so much trouble?
1,1,"00:55:37,000","00:55:38,710",1.71,582,He is not his son.
1,1,"00:55:38,793","00:55:41,129",2.34,583,"Do-hwa, the most beautiful woman in Daeho,"
1,1,"00:55:41,212","00:55:43,590",2.38,584,slept with another man and had Jang Uk.
1,1,"00:55:44,174","00:55:45,800",1.63,585,I doubt that rumor is true.
1,1,"00:55:45,884","00:55:48,970",3.09,586,Then why would he block his son from casting spells
1,1,"00:55:49,054","00:55:50,972",1.92,587,and live his life like a vagabond?
1,1,"00:55:51,973","00:55:56,019",4.05,588,I wonder if he is really weak because his father put a spell on him.
1,1,"00:56:05,737","00:56:07,697",1.96,589,The Spirit Plaque should be here somewhere.
1,1,"00:56:22,003","00:56:23,463",1.46,590,Where is it?
1,1,"00:56:48,822","00:56:50,782",1.96,591,Why did I have to hide here?
1,1,"00:56:50,865","00:56:52,450",1.59,592,What will he think of me?
1,1,"00:56:53,368","00:56:54,619",1.25,593,What should I say to him?
1,1,"00:57:01,126","00:57:03,795",2.67,594,This was not what I had in mind when I brought you here.
1,1,"00:57:05,797","00:57:06,631",0.83,595,Well…
1,1,"00:57:07,340","00:57:09,926",2.59,596,"You kept saying you were cold,"
1,1,"00:57:10,009","00:57:12,053",2.04,597,so I was just heating the bedding for you.
1,1,"00:57:12,137","00:57:15,014",2.88,598,"If you lie down right away, it will be nice and warm all night."
1,1,"00:57:15,098","00:57:16,266",1.17,599,Is that so?
1,1,"00:57:17,851","00:57:19,018",1.17,600,How kind of you.
1,1,"00:57:23,440","00:57:25,650",2.21,601,"-Good night, then. -Where are you going?"
1,1,"00:57:27,819","00:57:29,195",1.38,602,You came to keep me warm.
1,1,"00:57:30,947","00:57:32,240",1.29,603,Keep my bed
1,1,"00:57:32,907","00:57:34,033",1.13,604,nice and hot
1,1,"00:57:35,368","00:57:36,494",1.13,605,all night long.
1,1,"00:57:38,580","00:57:39,747",1.17,606,Heat it up.
1,1,"00:57:44,002","00:57:47,172",3.17,607,What? Does he really like me?
1,1,"00:57:47,255","00:57:48,840",1.59,608,Have I fallen for his tricks?
1,1,"00:57:57,223","00:57:58,099",0.88,609,Young Master…
1,1,"00:57:59,058","00:58:01,644",2.59,610,My body is not warm enough to keep you warm.
1,1,"00:58:01,728","00:58:03,730",2.00,611,"Ever since I was young, I easily got the chills."
1,1,"00:58:03,813","00:58:06,566",2.75,612,So my body temperature is always very low.
1,1,"00:58:13,573","00:58:14,782",1.21,613,All right.
1,1,"00:58:28,421","00:58:31,466",3.05,614,I do not plan on doing what you want me to do.
1,1,"00:58:41,309","00:58:43,686",2.38,615,Bring the brazier closer to me.
1,1,"00:58:47,565","00:58:48,733",1.17,616,The brazier?
1,1,"00:58:49,317","00:58:52,362",3.05,617,I just wanted you to bring the brazier near my bed
1,1,"00:58:52,445","00:58:53,530",1.09,618,and keep it hot.
1,1,"00:58:57,867","00:58:59,327",1.46,619,Keep it hot.
1,1,"00:59:05,959","00:59:06,834",0.88,620,Here.
1,1,"00:59:07,418","00:59:09,295",1.88,621,This is too close.
1,1,"00:59:10,630","00:59:12,090",1.46,622,It will be too hot.
1,1,"00:59:12,966","00:59:14,968",2.00,623,"Oh, right. It will be too hot."
1,1,"00:59:18,930","00:59:20,807",1.88,624,I will sell you if the fire goes out.
1,1,"00:59:20,890","00:59:22,517",1.63,625,Keep the fire alive all night.
1,1,"00:59:22,600","00:59:23,726",1.13,626,"All right, Young Master."
1,1,"00:59:35,613","00:59:38,950",3.34,627,All right. Dang-gu is here.
1,1,"00:59:42,453","00:59:44,664",2.21,628,What is that? It is a whistle.
1,1,"00:59:45,415","00:59:46,249",0.83,629,Yes.
1,1,"00:59:47,208","00:59:48,876",1.67,630,I swear I made this.
1,1,"00:59:48,960","00:59:52,171",3.21,631,"Oh, right. I remember. You used to have a pet bird."
1,1,"00:59:52,255","00:59:54,090",1.84,632,Why? Are you planning to get a new one?
1,1,"00:59:55,425","00:59:56,634",1.21,633,"No, not exactly."
1,1,"00:59:56,718","00:59:58,636",1.92,634,I just found this on someone unexpected.
1,1,"00:59:59,804","01:00:02,056",2.25,635,I wonder why she had it.
1,1,"01:00:02,140","01:00:03,349",1.21,636,Maybe you gave it to her.
1,1,"01:00:03,933","01:00:06,019",2.09,637,Maybe you forgot that you gave it to her.
1,1,"01:00:06,102","01:00:07,186",1.08,638,No.
1,1,"01:00:08,062","01:00:10,356",2.29,639,I clearly remember who I gave this to.
1,1,"01:00:27,457","01:00:30,251",2.79,640,Then go ask her.
1,1,"01:00:37,091","01:00:39,844",2.75,641,You are going to go at this hour?
1,1,"01:00:39,927","01:00:41,346",1.42,642,I need to check something.
1,1,"01:02:36,586","01:02:38,045",1.46,643,Who are those guys?
1,1,"01:02:53,770","01:02:55,021",1.25,644,Intruders!
1,1,"01:02:55,730","01:02:57,440",1.71,645,We have intruders!
1,1,"01:02:57,523","01:02:58,816",1.29,646,Intruders!
1,1,"01:03:57,291","01:03:58,543",1.25,647,Go on.
1,1,"01:04:29,574","01:04:30,616",1.04,648,Out of the way!
1,1,"01:05:11,157","01:05:13,743",2.59,649,"Yul, what is going on?"
1,1,"01:05:17,330","01:05:18,789",1.46,650,The Training Center is on fire.
1,1,"01:05:26,756","01:05:28,466",1.71,651,Who is at Jeongjingak?
1,1,"01:05:28,549","01:05:30,051",1.50,652,Master Yul and Dang-gu.
1,1,"01:05:33,262","01:05:34,639",1.38,653,"Uncle, are you all right?"
1,1,"01:05:35,848","01:05:37,058",1.21,654,The intruders all left.
1,1,"01:05:39,226","01:05:40,937",1.71,655,Jeongjingak is empty.
1,1,"01:05:51,697","01:05:53,115",1.42,656,"-Find them. -Yes, my lord."
1,1,"01:06:03,584","01:06:05,211",1.63,657,Who were those guys?
1,1,"01:06:06,212","01:06:08,130",1.92,658,Did the Danju send them here?
1,1,"01:06:11,217","01:06:14,595",3.38,659,"The soul you need to collect this time is Park Jin, the leader of Songrim."
1,1,"01:06:18,391","01:06:19,517",1.13,660,Right.
1,1,"01:06:20,601","01:06:22,812",2.21,661,He must have sent them here to retrieve my body.
1,1,"01:06:30,695","01:06:31,946",1.25,662,Who is there?
1,1,"01:07:05,146","01:07:06,022",0.88,663,Young Master?
1,1,"01:07:20,244","01:07:21,704",1.46,664,What are you doing here?
1,1,"01:07:25,124","01:07:26,417",1.29,665,Because of your eyes.
1,1,"01:07:27,585","01:07:28,461",0.88,666,My eyes?
1,1,"01:07:51,150","01:07:52,777",1.63,667,I knew the moment I saw you.
1,1,"01:07:55,446","01:07:56,864",1.42,668,You are my master.
